Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Player-additional
958,Budda Baker,27,ARI,S,12,12,0,0,0,0,0,0,0,0,0,0,0.0,87,58,29,5,0,0,PB,BakeBu00
959,Bryan Cook,24,KAN,S,12,12,1,9,0,9,2,0,0,2,59,1,0.0,42,26,16,1,0,0,,CookBr02
960,Carlton Davis,26,TAM,RCB,12,12,2,3,0,3,9,0,0,0,0,0,0.0,52,40,12,0,0,0,,DaviCa02
961,Jevon Holland,23,MIA,S,12,12,1,99,1,99,4,3,0,1,4,0,0.0,74,52,22,3,0,0,,HollJe02
962,Eddie Jackson,30,CHI,FS,12,12,1,27,0,27,5,0,0,0,0,0,0.0,37,32,5,0,0,0,,JackEd01
963,Christian Kirk,27,JAX,WR,12,12,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,KirkCh01
964,Cooper Kupp,30,LAR,WR,12,12,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,KuppCo00
965,Jonathan Ledbetter,26,ARI,DL,12,12,0,0,0,0,0,0,0,0,0,0,1.5,46,21,25,1,4,0,,LedbJo01
966,Marcus Peters,30,LVR,RCB,12,12,1,75,1,75,5,0,0,0,0,0,0.0,43,28,15,1,0,0,,PeteMa00
967,Kenny Pickett,25,PIT,QB,12,12,0,0,0,0,0,0,2,2,-6,0,0.0,0,0,0,0,0,0,,PickKe00
968,Jeffery Simmons,26,TEN,DT,12,12,0,0,0,0,1,1,0,1,2,0,5.5,44,30,14,10,11,0,,SimmJe01
969,Darius Slay,32,PHI,CB,12,12,2,86,1,70,14,0,0,0,0,0,0.0,57,48,9,1,0,0,PB,SlayDa00
970,Rhamondre Stevenson,25,NWE,RB,12,12,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,StevRh00
971,Cam Taylor-Britt,24,CIN,CB,12,12,4,65,1,30,11,1,0,0,0,0,0.0,50,40,10,1,0,0,,TaylCa01
972,Anthony Walker,28,CLE,MLB,12,12,0,0,0,0,4,1,0,2,0,0,0.0,44,23,21,1,2,0,,WalkAn01
973,Kristian Fulton,25,TEN,CB,12,11,0,0,0,0,5,0,0,0,0,0,0.0,46,37,9,2,0,0,,FultKr00
974,Teven Jenkins,25,CHI,OL,12,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,JenkTe00
975,Denzel Perryman,31,HOU,LB,12,11,0,0,0,0,3,0,0,0,0,0,0.5,76,45,31,6,2,0,,PerrDe00
976,Kyren Williams,23,LAR,RB,12,11,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2",WillKy02
977,Zach Wilson,24,NYJ,QB,12,11,0,0,0,0,0,0,11,1,-5,0,0.0,0,0,0,0,0,0,,WilsZa00
978,Jameson Williams,22,DET,WR,12,10,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,WillJa11
979,Khalil Herbert,25,CHI,RB,12,9,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HerbKh00
980,Andrew Ogletree,25,IND,TE,12,9,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,,OgleAn00
981,Jeremy Chinn,25,CAR,S,12,8,0,0,0,0,1,0,0,0,0,0,1.0,30,18,12,2,1,0,,ChinJe00
982,P.J. Locke,26,DEN,S,12,8,1,14,0,14,5,2,0,0,0,0,3.0,53,33,20,2,3,0,,LockPJ00
983,C.J. Uzomah,30,NYJ,TE,12,8,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,UzomC.00
984,C.J. Henderson,25,CAR,CB,12,7,0,0,0,0,2,0,0,0,0,0,1.0,39,31,8,3,1,0,,HendCJ00
985,Starling Thomas,23,ARI,CB,12,7,0,0,0,0,5,0,0,0,0,0,0.0,38,35,3,1,0,0,,ThomSt01
986,Montaric Brown,24,JAX,CB,12,6,0,0,0,0,4,0,0,0,0,0,0.0,34,25,9,0,0,0,,BrowMo00
987,Yetur Gross-Matos,25,CAR,DE,12,6,0,0,0,0,0,0,0,0,0,0,4.5,36,19,17,7,10,0,,GrosYe00
988,Irv Smith Jr.,25,CIN,TE,12,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,SmitIr01
989,Ian Thomas,27,CAR,TE,12,5,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,ThomIa00
990,Eric Garror,23,TEN,DB,12,4,0,0,0,0,2,0,2,0,0,0,0.0,22,19,3,1,1,0,,GarrEr00
991,Anthony Johnson,24,GNB,S,12,4,1,1,0,1,3,0,0,0,0,0,0.0,24,18,6,0,0,0,,JohnAn08
992,Jaleel Johnson,29,TEN,DT,12,4,0,0,0,0,0,0,0,0,0,0,1.0,24,11,13,0,1,0,,JohnJa09
993,DeMarvin Leal,23,PIT,DE,12,4,0,0,0,0,1,0,0,0,0,0,1.0,15,10,5,2,2,0,,LealDe00
994,Josh Paschal,24,DET,DL,12,4,0,0,0,0,1,0,0,1,0,0,1.0,25,17,8,5,3,0,,PascJo00
995,Terell Smith,24,CHI,DB,12,4,0,0,0,0,6,1,0,1,0,0,0.0,49,37,12,3,0,0,,SmitTe05
996,Parris Campbell,26,NYG,WR,12,3,0,0,0,0,0,0,0,1,-2,0,0.0,0,0,0,0,0,0,,CampPa00
997,Jack Jones,26,2TM,CB,12,3,2,49,2,33,5,0,0,0,0,0,0.0,37,28,9,1,1,0,,JoneJa10
997,Jack Jones,26,NWE,CB,5,0,0,0,0,0,1,0,0,0,0,0,0.0,12,8,4,0,1,0,,JoneJa10
997,Jack Jones,26,LVR,CB,7,3,2,49,2,33,4,0,0,0,0,0,0.0,25,20,5,1,0,0,,JoneJa10
998,Will Mallory,24,IND,TE,12,2,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,MallWi00
999,Daryl Worley,28,BAL,CB,12,2,0,0,0,0,1,0,0,0,0,0,0.0,12,8,4,0,0,0,,WorlDa00
1000,Tony Brown,28,IND,CB,12,1,1,34,0,34,1,1,0,0,0,0,0.0,10,8,2,0,0,0,,BrowTo01
1001,Terrell Burgess,25,WAS,S,12,1,0,0,0,0,0,0,0,0,0,0,0.0,25,17,8,0,0,0,,BurgTe00
1002,Naquan Jones,25,2TM,DT,12,2,0,0,0,0,0,0,0,0,0,0,0.0,17,3,14,1,0,0,,JoneNa01
1002,Naquan Jones,25,TEN,DT,8,1,0,0,0,0,0,0,0,0,0,0,0.0,8,0,8,0,0,0,,JoneNa01
1002,Naquan Jones,25,ARI,DT,4,1,0,0,0,0,0,0,0,0,0,0,0.0,9,3,6,1,0,0,,JoneNa01
1003,Ray-Ray McCloud,27,SFO,WR,12,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,McClRa00
1004,Jaquelin Roy,23,MIN,DL,12,1,0,0,0,0,0,0,0,0,0,0,0.0,8,3,5,1,1,0,,RoyxJa00
1005,Cole Turner,23,WAS,TE,12,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,TurnCo00
1006,Micah Abernathy,26,ATL,S,12,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,AberMi00
1007,Chase Brown,23,CIN,RB,12,0,0,0,0,0,0,0,1,1,0,0,0.0,5,2,3,0,0,0,,BrowCh10
1008,Andre Carter II,23,MIN,OLB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,CartAn01
1009,Irvin Charles,26,NYJ,WR,12,0,0,0,0,0,0,0,0,0,0,0,0.0,7,6,1,0,0,0,,CharIr00
1010,Matt Dickerson,28,KAN,DT,12,0,0,0,0,0,0,0,0,0,0,0,0.0,15,7,8,1,0,0,,DickMa00
1011,Ross Dwelley,28,SFO,TE,12,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,DwelRo00
1012,Ka'imi Fairbairn,29,HOU,K,12,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,FairKa01
1013,AJ Finley,22,LAC,S,12,0,0,0,0,0,0,1,0,0,0,0,0.0,3,1,2,0,0,0,,FinlAJ00
1014,Lonnie Johnson Jr.,28,NOR,CB,12,0,1,0,0,0,2,0,0,1,0,0,0.0,9,8,1,0,0,0,,JohnLo01
1015,Chase Lucas,26,DET,CB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,LucaCh01
1016,Scott Matlock,23,LAC,DL,12,0,0,0,0,0,0,0,0,0,0,0,0.0,15,6,9,1,1,0,,MatlSc00
1017,Cameron McGrone,23,IND,LB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,McGrCa00
1018,Von Miller,34,BUF,LB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,3,0,,MillVo00
1019,Dare Ogunbowale,29,HOU,RB,12,0,0,0,0,0,0,1,0,1,0,0,0.0,7,5,2,0,0,0,,OgunDa00
1020,Gunner Olszewski,27,2TM,WR,12,0,0,0,0,0,0,0,4,1,0,0,0.0,1,1,0,0,0,0,,OlszGu00
1020,Gunner Olszewski,27,PIT,WR,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,OlszGu00
1020,Gunner Olszewski,27,NYG,WR,10,0,0,0,0,0,0,0,2,1,0,0,0.0,1,1,0,0,0,0,,OlszGu00
1021,Jeremiah Pharms,27,NWE,DL,12,0,0,0,0,0,0,0,0,1,0,0,0.0,9,4,5,0,0,0,,PharJe00
1022,Monty Rice,24,TEN,LB,12,0,0,0,0,0,0,0,0,0,0,0,0.0,26,14,12,1,1,0,,RiceMo00
1023,Malcolm Roach,25,NOR,DL,12,0,0,0,0,0,3,0,0,0,0,0,0.0,38,13,25,3,1,0,,RoacMa01
1024,Christopher Smith,23,LVR,S,12,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,SmitCh04
1025,Dawuane Smoot,28,JAX,OLB,12,0,0,0,0,0,0,1,0,0,0,0,1.0,10,8,2,0,4,0,,SmooDa00
1026,Ryan Stonehouse,24,TEN,P,12,0,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,StonRy00
1027,Tyrus Wheat,24,DAL,DE,12,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,WheaTy02
1028,Nahshon Wright,25,DAL,CB,12,0,0,0,0,0,1,0,0,0,0,0,0.0,5,3,2,0,0,0,,WrigNa00
1029,De'Vondre Campbell,30,GNB,LILB,11,11,0,0,0,0,1,0,0,1,3,0,0.0,75,46,29,3,2,0,,CampDe00
1030,Tyson Campbell,23,JAX,CB,11,11,1,0,0,0,5,1,0,0,0,0,0.0,60,41,19,2,0,0,,CampTy01
1031,Cameron Heyward,34,PIT,DT,11,11,0,0,0,0,1,0,0,0,0,0,2.0,33,25,8,6,3,0,,HeywCa01
1032,Aaron Jones,29,GNB,RB,11,11,0,0,0,0,0,0,2,1,-1,0,0.0,0,0,0,0,0,0,,JoneAa00
1033,Braxton Jones,24,CHI,OL,11,11,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,JoneBr08
1034,Mac Jones,25,NWE,QB,11,11,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,JoneMa05
1035,Grover Stewart,30,IND,DT,11,11,0,0,0,0,0,0,0,0,0,0,0.5,41,23,18,5,8,0,,StewGr00
1036,Derek Stingley Jr.,22,HOU,CB,11,11,5,17,0,14,13,0,0,0,0,0,0.0,39,28,11,1,0,0,,StinDe00
1037,Juan Thornhill,28,CLE,S,11,11,0,0,0,0,1,0,0,0,0,0,0.0,54,41,13,0,2,0,,ThorJu00
1038,Kyzir White,27,ARI,LB,11,11,1,0,0,0,3,0,0,0,0,0,2.0,90,53,37,9,2,0,,WhitKy00
1039,Marcus Williams,27,BAL,S,11,11,1,22,0,22,8,0,0,0,0,0,0.0,55,35,20,1,0,0,,WillMa06
1040,Aidan O'Connell,25,LVR,QB,11,10,0,0,0,0,0,0,4,2,-1,0,0.0,0,0,0,0,0,0,,OConAi00
1041,Leki Fotu,25,ARI,DT,11,9,0,0,0,0,0,0,0,0,0,0,2.5,28,15,13,5,2,0,,FotuLe00
1042,Dawand Jones,22,CLE,T,11,9,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,JoneDa07
1043,Tank Dell,24,HOU,WR,11,8,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,,DellNa00
1044,Vederian Lowe,24,NWE,T,11,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,LoweVe00
1045,Azeez Ojulari,23,NYG,OLB,11,7,0,0,0,0,0,0,0,1,0,0,2.5,16,9,7,3,7,0,,OjulAz00
1046,JuJu Smith-Schuster,27,NWE,WR,11,7,0,0,0,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,,SmitJu00
1047,Josh Woods,27,ARI,LB,11,7,0,0,0,0,1,1,0,0,0,0,0.5,61,33,28,2,1,0,,WoodJo02
1048,Clark Phillips,22,ATL,CB,11,5,0,0,0,0,5,0,0,0,0,0,0.0,27,22,5,1,0,0,,PhilCl00
1049,Tyrod Taylor,34,NYG,QB,11,5,0,0,0,0,0,0,4,3,-6,0,0.0,0,0,0,0,0,0,,TaylTy00
1050,De'Von Achane,22,MIA,RB,11,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,AchaDe00
1051,Tyler Hall,25,LVR,CB,11,3,0,0,0,0,0,0,0,0,0,0,0.0,20,16,4,0,0,0,,HallTy01
1052,Deane Leonard,24,LAC,DB,11,3,0,0,0,0,3,1,0,0,0,0,0.0,28,22,6,1,0,0,,LeonDe00
1053,Josh Whyle,24,TEN,TE,11,3,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,WhylJo01
1054,Elijah Higgins,23,ARI,TE,11,2,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,HiggEl00
1055,Myles Adams,25,SEA,DT,11,1,0,0,0,0,0,0,0,0,0,0,1.0,6,2,4,1,1,0,,AdamMy00
1056,Jamal Agnew,28,JAX,WR,11,1,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,AgneJa00
1057,Luke Gifford,28,TEN,LB,11,1,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,,GiffLu00
1058,David Long,25,2TM,CB,11,2,0,0,0,0,1,0,0,0,0,0,0.0,19,15,4,0,0,0,,LongDa02
1058,David Long,25,LVR,DB,8,1,0,0,0,0,1,0,0,0,0,0,0.0,12,10,2,0,0,0,,LongDa02
1058,David Long,25,CAR,CB,3,1,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,LongDa02
1059,Charles Omenihu,26,KAN,DE,11,1,0,0,0,0,2,2,0,0,0,0,7.0,28,18,10,5,11,0,,OmenCh00
1060,Andre Smith,26,ATL,LB,11,1,0,0,0,0,1,1,0,1,0,0,0.0,19,13,6,0,0,0,,SmitAn04
1061,Tyler Steen,23,PHI,T,11,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,SteeTy00
1062,Angelo Blackson,31,JAX,DT,11,0,0,0,0,0,0,0,0,3,0,0,0.0,13,8,5,2,0,0,,BlacAn00
1063,Joey Blount,25,ARI,S,11,0,1,0,0,0,1,2,0,0,0,0,0.0,7,3,4,0,0,0,,BlouJo00
1064,Cody Davis,34,NWE,DB,11,0,0,0,0,0,0,0,0,1,1,1,0.0,5,4,1,0,0,0,,DaviCo02
1065,Justin Hardee,29,NYJ,CB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,5,3,2,0,0,0,,HardJu01
1066,Justin Hollins,27,2TM,LB,11,0,0,0,0,0,0,0,0,0,0,0,1.0,17,11,6,1,1,0,,HollJu00
1066,Justin Hollins,27,GNB,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,9,5,4,0,0,0,,HollJu00
1066,Justin Hollins,27,LAC,OLB,7,0,0,0,0,0,0,0,0,0,0,0,1.0,8,6,2,1,1,0,,HollJu00
1067,Desjuan Johnson,24,LAR,DE,11,0,0,0,0,0,0,1,0,0,0,0,2.0,9,5,4,2,2,0,,JohnDe08
1068,Pat O'Connor,30,TAM,DL,11,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,2,0,1,,OConPa00
1069,George Odum,30,SFO,S,11,0,0,0,0,0,0,0,0,0,0,0,0.0,12,6,6,0,0,0,,OdumGe00
1070,Dominique Robinson,25,CHI,DL,11,0,0,0,0,0,1,0,0,0,0,0,0.5,12,5,7,1,1,0,,RobiDo00
1071,Duke Shelley,27,LAR,DB,11,0,0,0,0,0,2,0,0,1,9,0,0.0,8,7,1,0,0,0,,ShelDu00
1072,Stephen Sullivan,27,CAR,TE,11,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,SullSt00
1073,Patrick Taylor,25,GNB,RB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,TaylPa01
1074,Samori Toure,25,GNB,WR,11,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,TourSa00
1075,Sean Tucker,22,TAM,RB,11,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,TuckSe00
1076,Tylan Wallace,24,BAL,WR,11,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,WallTy00
1077,Joe Burrow,27,CIN,QB,10,10,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,BurrJo01
1078,Minkah Fitzpatrick,27,PIT,S,10,10,0,0,0,0,3,0,0,0,0,0,0.0,64,43,21,1,0,0,PB,FitzMi00
1079,Talanoa Hufanga,24,SFO,S,10,10,3,48,0,28,3,0,0,0,0,0,0.0,52,39,13,1,2,0,,HufaTa00
1080,Marlon Humphrey,27,BAL,CB,10,10,1,3,0,3,5,0,0,0,0,0,0.0,26,22,4,1,1,0,,HumpMa00
1081,Marshon Lattimore,27,NOR,CB,10,10,1,0,0,0,8,0,0,0,0,0,0.0,48,39,9,2,0,0,,LattMa01
1082,Jalen Ramsey,29,MIA,CB,10,10,3,52,0,49,5,0,0,0,0,0,0.0,22,18,4,0,0,0,PB,RamsJa00
1083,Darnell Savage Jr.,26,GNB,SS,10,10,0,0,0,0,1,0,0,0,0,0,0.0,51,36,15,1,0,0,,SavaDa00
1084,Cole Strange,25,NWE,OL,10,10,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,StraCo01
1085,Jimmie Ward,32,HOU,S,10,10,1,0,0,0,3,1,0,0,0,0,0.0,50,33,17,0,0,0,,WardJi01
1086,Mark Andrews,28,BAL,TE,10,9,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,AndrMa00
1087,Baron Browning,24,DEN,OLB,10,9,0,0,0,0,2,2,0,0,0,0,4.5,25,19,6,4,9,0,,BrowBa01
1088,Justin Jefferson,24,MIN,WR,10,9,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,JeffJu00
1089,Elijah Wilkinson,28,ARI,OL,10,9,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,WilkEl00
1090,Kareem Jackson,35,2TM,SS,10,8,2,5,0,5,3,0,0,0,0,0,0.0,53,37,16,0,0,0,,JackKa99
1090,Kareem Jackson,35,DEN,SS,8,8,2,5,0,5,3,0,0,0,0,0,0.0,51,36,15,0,0,0,,JackKa99
1090,Kareem Jackson,35,HOU,CB,2,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,JackKa99
1091,Ryan Tannehill,35,TEN,QB,10,8,0,0,0,0,0,0,4,2,-12,0,0.0,0,0,0,0,0,0,,TannRy00
1092,Jonathan Taylor,24,IND,RB,10,7,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,TaylJo02
1093,J.C. Jackson,28,2TM,RCB,10,8,1,9,0,9,9,0,0,0,0,0,0.0,28,25,3,0,0,0,,JackJ.00
1093,J.C. Jackson,28,LAC,CB,2,2,1,9,0,9,3,0,0,0,0,0,0.0,3,3,0,0,0,0,,JackJ.00
1093,J.C. Jackson,28,NWE,RCB,8,6,0,0,0,0,6,0,0,0,0,0,0.0,25,22,3,0,0,0,,JackJ.00
1094,Josh Palmer,24,LAC,WR,10,6,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,PalmJo00
1095,Bailey Zappe,24,NWE,QB,10,6,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,ZappBa00
1096,Rodney McLeod,33,CLE,S,10,5,0,0,0,0,1,0,0,0,0,0,0.0,29,16,13,2,0,0,,McLeRo00
1097,Eli Apple,28,MIA,CB,10,4,1,8,0,8,9,0,0,0,0,0,0.5,46,37,9,0,1,0,,ApplEl00
1098,Ronnie Hickman,22,CLE,S,10,4,1,30,1,30,3,0,0,0,0,0,0.0,25,17,8,0,0,0,,HickRo00
1099,Isaiah Buggs,27,DET,DT,10,3,0,0,0,0,1,0,0,1,33,0,1.0,12,7,5,2,1,0,,BuggIs00
1100,K.J. Henry,24,WAS,DE,10,3,0,0,0,0,2,0,0,0,0,0,1.5,19,14,5,4,2,0,,HenrKJ00
1101,A.T. Perry,24,NOR,WR,10,3,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,PerrAT00
1102,Alex Cook,24,CAR,S,10,2,0,0,0,0,0,0,0,0,0,0,0.0,11,6,5,1,0,0,,CookAl00
1103,Mike Greene,24,TAM,DL,10,2,0,0,0,0,0,0,0,0,0,0,0.0,6,2,4,0,0,0,,GreeMi01
1104,Nate Adkins,24,DEN,TE,10,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,AdkiNa00
1105,Sam Darnold,26,SFO,QB,10,1,0,0,0,0,0,0,3,2,-1,0,0.0,0,0,0,0,0,0,,DarnSa00
1106,Colton Dowell,24,TEN,WR,10,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,DoweCo00
1107,James Proche,27,CLE,WR,10,1,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,ProcJa00
1108,Adetomiwa Adebawore,22,IND,DE,10,0,0,0,0,0,0,0,0,0,0,0,1.5,5,4,1,1,4,0,,AdebAd00
1109,Zayne Anderson,26,GNB,S,10,0,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,AndeZa02
1110,Josh Blackwell,24,CHI,DB,10,0,0,0,0,0,0,1,0,0,0,0,0.0,8,6,2,0,0,0,,BlacJo00
1111,Jabril Cox,25,WAS,LB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,CoxxJa00
1112,Isaiah Foskey,23,NOR,DE,10,0,0,0,0,0,1,0,0,0,0,0,0.0,9,5,4,0,0,0,,FoskIs00
1113,Nick Hampton,23,LAR,OLB,10,0,0,0,0,0,1,0,0,0,0,0,0.0,4,2,2,0,0,0,,HampNi00
1114,Dylan Horton,23,HOU,DE,10,0,0,0,0,0,0,0,0,1,0,0,0.0,13,8,5,1,2,0,,HortDy00
1115,Godwin Igwebuike,29,PIT,RB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,IgweGo00
1116,Matthew Jackson,25,TEN,S,10,0,0,0,0,0,0,0,0,0,0,0,0.0,6,3,3,0,0,0,,JackMa04
1117,Rakim Jarrett,22,TAM,WR,10,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,JarrRa00
1118,Ty Johnson,26,BUF,RB,10,0,0,0,0,0,0,0,1,1,0,0,0.0,1,1,0,0,0,0,,JohnTy02
1119,Dallin Leavitt,29,GNB,S,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,LeavDa00
1120,Phidarian Mathis,25,WAS,DT,10,0,0,0,0,0,0,0,0,1,0,0,0.0,8,2,6,0,1,0,,MathPh00
1121,Bobby McCain,30,NYG,S,10,0,0,0,0,0,1,0,1,0,0,0,0.0,1,1,0,0,0,0,,McCaBo01
1122,Tanner Muse,27,LAC,LB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,MuseTa00
1123,Nik Needham,27,MIA,CB,10,0,0,0,0,0,0,0,0,0,0,0,0.0,7,4,3,0,0,0,,NeedNi00
1124,Levi Onwuzurike,25,DET,DL,10,0,0,0,0,0,0,0,0,0,0,0,1.0,5,4,1,1,2,0,,OnwuLe00
1125,Jerrick Reed,23,SEA,S,10,0,0,0,0,0,0,0,0,0,0,0,0.0,11,9,2,0,0,0,,ReedJe00
1126,Jay Tufele,24,CIN,DT,10,0,0,0,0,0,0,0,0,0,0,0,0.0,11,4,7,0,0,0,,TufeJa00
1127,DJ Turner,26,LVR,WR,10,0,0,0,0,0,0,1,0,1,0,0,0.0,10,7,3,0,0,0,,TurnDJ00
1128,Jamal Adams,28,SEA,SS,9,9,0,0,0,0,2,0,0,0,0,0,0.0,48,34,14,7,2,0,,AdamJa00
1129,Will Levis,24,TEN,QB,9,9,0,0,0,0,0,0,7,2,-15,0,0.0,0,0,0,0,0,0,,LeviWi00
1130,Julius Brents,23,IND,CB,9,8,1,0,0,0,6,1,0,1,0,0,0.0,43,30,13,0,0,0,,BrenJu00
1131,D'Onta Foreman,27,CHI,RB,9,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,ForeDO00
1132,Keanu Neal,28,PIT,SS,9,8,1,32,0,32,2,0,0,1,0,0,0.0,50,33,17,1,0,0,,NealKe01
1133,Jake Browning,27,CIN,QB,9,7,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,BrowJa08
1134,Tommy DeVito,25,NYG,QB,9,6,0,0,0,0,0,0,2,1,-1,0,0.0,0,0,0,0,0,0,,DeViTo00
1135,Garrett Williams,22,ARI,CB,9,6,1,0,0,0,2,0,0,0,0,0,0.0,23,19,4,1,0,0,,WillGa00
1136,Joey Bosa,28,LAC,OLB,9,5,0,0,0,0,1,1,0,1,0,0,6.5,20,14,6,6,8,0,,BosaJo00
1137,Tavierre Thomas,27,HOU,CB,9,5,0,0,0,0,1,2,0,0,0,0,0.0,51,30,21,2,0,0,,ThomTa01
1138,Dean Lowry,29,MIN,DL,9,4,0,0,0,0,1,0,0,1,0,0,0.0,14,4,10,0,0,0,,LowrDe00
1139,Terrace Marshall Jr.,23,CAR,WR,9,4,0,0,0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,0,,MarsTe00
1140,Johnathan Abram,27,NOR,S,9,3,1,0,0,0,1,1,0,0,0,0,0.0,26,14,12,1,0,0,,AbraJo01
1141,Kwon Alexander,29,PIT,LB,9,2,1,0,0,0,1,1,0,0,0,0,1.0,41,32,9,5,2,0,,AlexKw00
1142,Coby Bryant,24,SEA,CB,9,2,0,0,0,0,0,1,0,0,0,0,0.0,18,14,4,0,1,0,,BryaCo01
1143,Bryce Hall,26,NYJ,CB,9,2,1,5,0,5,2,0,0,1,39,1,0.0,7,5,2,0,0,0,,HallBr02
1144,Sam Mustipher,27,BAL,C,9,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,MustSa01
1145,Bradley Roby,31,PHI,CB,9,2,0,0,0,0,0,1,0,0,0,0,0.0,22,19,3,2,1,0,,RobyBr00
1146,Mike Brown,24,TEN,S,9,1,0,0,0,0,1,0,0,0,0,0,0.0,7,5,2,0,0,0,,BrowMi02
