Rk,Player,Age,Team,Pos,G,GS,Int,Yds,IntTD,Lng,PD,FF,Fmb,FR,Yds,FRTD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Awards,Player-additional
583,Rashee Rice,23,KAN,WR,16,8,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,AP ORoY-6,RiceRa01
584,Casey Toohill,27,WAS,DE,16,8,0,0,0,0,1,0,0,1,0,0,5.0,26,17,9,6,7,0,,ToohCa00
585,Drue Tranquill,28,KAN,LB,16,8,0,0,0,0,1,2,0,0,0,0,4.5,78,53,25,7,7,0,,TranDr00
586,Tommy Tremble,23,CAR,TE,16,8,0,0,0,0,0,0,0,1,0,0,0.0,3,2,1,0,0,0,,TremTo00
587,Justin Watson,28,KAN,WR,16,8,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,WatsJu01
588,Ronald Darby,29,BAL,LCB,16,7,0,0,0,0,7,0,0,0,0,0,0.0,28,24,4,1,0,0,,DarbRo00
589,Taysom Hill,33,NOR,TE/QB,16,7,0,0,0,0,0,0,1,0,0,0,0.0,2,2,0,0,0,0,,HillTa00
590,Jordan Howden,23,NOR,DB,16,7,0,0,0,0,5,1,0,0,0,0,1.0,43,23,20,0,1,0,,HowdJo00
591,Marvin Mims,21,DEN,WR,16,7,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-2",MimsMa00
592,Krys Barnes,25,ARI,LB,16,6,1,46,0,46,6,0,0,0,0,0,0.0,55,35,20,3,1,0,,BarnKr00
593,Victor Dimukeje,24,ARI,OLB,16,6,0,0,0,0,1,1,0,0,0,0,4.0,32,21,11,5,8,0,,DimuVi00
594,Brandon Jones,25,MIA,SS,16,6,2,40,0,40,4,1,0,1,0,0,0.0,48,36,12,2,1,0,,JoneBr06
595,Ko Kieft,25,TAM,TE,16,6,0,0,0,0,0,0,0,0,0,0,0.0,7,3,4,0,0,0,,KiefKo00
596,Ja'Sir Taylor,24,LAC,DB,16,6,1,8,0,8,8,0,0,0,0,0,0.0,32,25,7,0,2,0,,TaylJa04
597,Chase Young,24,2TM,DL,16,6,0,0,0,0,2,0,0,0,0,0,7.5,25,17,8,7,15,0,,YounCh04
597,Chase Young,24,WAS,RDE,7,6,0,0,0,0,1,0,0,0,0,0,5.0,15,12,3,6,9,0,,YounCh04
597,Chase Young,24,SFO,DL,9,0,0,0,0,0,1,0,0,0,0,0,2.5,10,5,5,1,6,0,,YounCh04
598,DeAundre Alford,26,ATL,CB,16,5,0,0,0,0,6,0,2,2,0,0,0.0,41,25,16,2,0,0,,AlfoDe00
599,Justice Hill,26,BAL,RB,16,5,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HillJu00
600,Trenton Irwin,28,CIN,WR,16,5,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,IrwiTr00
601,Quan Martin,23,WAS,DB,16,5,2,7,0,7,4,0,0,0,0,0,1.0,46,28,18,1,1,0,,MartJa04
602,Miles Sanders,26,CAR,RB,16,5,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,SandMi01
603,Broderick Washington Jr.,27,BAL,DT,16,5,0,0,0,0,0,0,0,2,0,0,2.0,18,10,8,3,5,0,,WashBr01
604,K.J. Britt,24,TAM,LB,16,4,0,0,0,0,1,0,0,0,0,0,0.0,29,16,13,1,0,0,,BritKJ00
605,Greg Dortch,25,ARI,WR,16,4,0,0,0,0,0,0,0,1,-3,0,0.0,2,1,1,0,0,0,,DortGr01
606,Tre Herndon,27,JAX,CB,16,4,0,0,0,0,9,1,0,0,0,0,0.0,46,31,15,1,3,0,,HernTr00
607,Dean Marlowe,31,LAC,FS,16,4,0,0,0,0,0,0,0,0,0,0,1.0,40,32,8,1,0,0,,MarlDe00
608,Latavius Murray,33,BUF,RB,16,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,MurrLa00
609,Rakeem Nunez-Roches,30,NYG,DL,16,4,0,0,0,0,1,0,0,0,0,0,0.5,26,14,12,1,1,0,,NuneRa00
610,Taylor Rapp,26,BUF,S,16,4,1,0,0,0,2,0,0,1,6,0,0.5,50,33,17,1,1,0,,RappTa00
611,Demarcus Robinson,29,LAR,WR,16,4,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,RobiDe01
612,Keion White,24,NWE,DE,16,4,0,0,0,0,3,0,0,0,0,0,1.0,26,12,14,3,5,0,,WhitKe03
613,Adrian Amos,30,2TM,S,16,3,0,0,0,0,1,0,0,1,0,0,0.0,28,23,5,0,0,0,,AmosAd00
613,Adrian Amos,30,NYJ,DB,11,3,0,0,0,0,1,0,0,0,0,0,0.0,23,19,4,0,0,0,,AmosAd00
613,Adrian Amos,30,HOU,S,5,0,0,0,0,0,0,0,0,1,0,0,0.0,5,4,1,0,0,0,,AmosAd00
614,Terrell Edmunds,26,2TM,S,16,4,1,2,0,2,2,1,0,0,0,0,2.5,48,34,14,2,2,0,,EdmuTe00
614,Terrell Edmunds,26,PHI,S,7,3,0,0,0,0,0,1,0,0,0,0,0.0,28,20,8,0,0,0,,EdmuTe00
614,Terrell Edmunds,26,TEN,S,9,1,1,2,0,2,2,0,0,0,0,0,2.5,20,14,6,2,2,0,,EdmuTe00
615,Randy Gregory,31,2TM,LB,16,3,0,0,0,0,1,0,0,0,0,0,3.5,20,14,6,6,10,0,,GregRa00
615,Randy Gregory,31,DEN,LB,4,3,0,0,0,0,1,0,0,0,0,0,1.0,9,4,5,2,2,0,,GregRa00
615,Randy Gregory,31,SFO,LB,12,0,0,0,0,0,0,0,0,0,0,0,2.5,11,10,1,4,8,0,,GregRa00
616,Jaylinn Hawkins,26,2TM,S,16,3,0,0,0,0,1,0,0,0,0,0,0.0,14,6,8,0,0,0,,HawkJa00
616,Jaylinn Hawkins,26,ATL,S,6,0,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,HawkJa00
616,Jaylinn Hawkins,26,LAC,S,10,3,0,0,0,0,1,0,0,0,0,0,0.0,11,4,7,0,0,0,,HawkJa00
617,Troy Hill,32,CAR,CB,16,3,1,61,1,61,6,1,0,0,0,0,0.0,48,30,18,3,0,0,,HillTr01
618,Ja'Quan McMillian,23,DEN,CB,16,3,2,14,0,9,5,2,0,2,4,0,2.0,51,37,14,7,3,0,,McMiJa00
619,Khari Blasingame,27,CHI,FB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,BlasKh00
620,Zach Charbonnet,22,SEA,RB,16,2,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,CharZa00
621,Kenneth Gainwell,24,PHI,RB,16,2,0,0,0,0,0,0,3,0,0,0,0.0,1,1,0,0,0,0,,GainKe00
622,Antonio Gibson,25,WAS,RB,16,2,0,0,0,0,0,0,4,2,0,0,0.0,0,0,0,0,0,0,,GibsAn00
623,Kaevon Merriweather,24,TAM,S,16,2,0,0,0,0,1,0,0,0,0,0,0.0,21,13,8,0,0,0,,MerrKa00
624,Delarrin Turner-Yell,24,DEN,S,16,2,0,0,0,0,1,0,0,0,0,0,0.0,34,26,8,0,1,0,,TurnDe02
625,Jaylen Watson,25,KAN,CB,16,2,0,0,0,0,6,0,0,0,0,0,2.0,33,28,5,2,2,0,,WatsJa02
626,Joshua Williams,24,KAN,CB,16,2,0,0,0,0,5,0,0,0,0,0,0.0,18,14,4,1,0,0,,WillJo03
627,Braxton Berrios,28,MIA,WR,16,1,0,0,0,0,0,0,1,2,0,0,0.0,0,0,0,0,0,0,,BerrBr00
628,Jalen Carter,22,PHI,DT,16,1,0,0,0,0,0,2,0,1,42,1,6.0,33,20,13,8,9,0,AP DRoY-2,CartJa05
629,Micheal Clemons,26,NYJ,DL,16,1,0,0,0,0,0,1,0,0,0,0,0.5,27,14,13,2,1,0,,ClemMi03
630,Mohamoud Diabate,22,CLE,LB,16,1,0,0,0,0,0,0,0,1,0,0,0.0,8,3,5,0,0,0,,DiabMo00
631,Christian Elliss,24,2TM,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,23,15,8,2,0,0,,ElliCh00
631,Christian Elliss,24,PHI,LB,12,1,0,0,0,0,0,0,0,0,0,0,0.0,21,13,8,2,0,0,,ElliCh00
631,Christian Elliss,24,NWE,LB,4,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,ElliCh00
632,Demetrius Flannigan-Fowles,27,SFO,LB,16,1,0,0,0,0,1,0,0,0,0,0,0.0,19,12,7,4,0,0,,FlanDe00
633,Mike Ford,28,CLE,LB,16,1,1,10,0,10,2,0,0,1,0,0,0.0,28,22,6,0,0,0,,FordMi01
634,William Gholston,32,TAM,DL,16,1,1,0,0,0,2,0,0,0,0,0,0.0,19,10,9,0,0,0,,GholWi00
635,Deonte Harty,26,BUF,WR,16,1,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,,HarrDe07
636,Andrei Iosivas,24,CIN,WR,16,1,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,IosiAn00
637,Shaq Lawson,29,BUF,DE,16,1,0,0,0,0,0,0,0,0,0,0,1.0,13,7,6,2,7,0,,LawsSh00
638,Luke Masterson,25,LVR,LB,16,1,0,0,0,0,1,2,0,0,0,0,0.0,27,17,10,0,0,0,,MastLu00
639,Owen Pappoe,23,ARI,LB,16,1,0,0,0,0,1,0,0,0,0,0,0.0,11,5,6,0,1,0,,PappOw00
640,Juanyeh Thomas,23,DAL,S,16,1,0,0,0,0,4,0,0,0,0,0,0.0,22,14,8,0,0,0,,ThomJu03
641,Tre Tucker,22,LVR,WR,16,1,0,0,0,0,0,0,0,0,0,0,0.0,3,2,1,0,0,0,,TuckTr00
642,Zeke Turner,27,ARI,LB,16,1,0,0,0,0,0,0,0,0,0,0,0.0,20,8,12,0,0,0,,TurnZe00
643,Alex Wright,23,CLE,DE,16,1,0,0,0,0,2,2,0,1,0,0,5.0,25,16,9,6,5,0,,WrigAl01
644,Cameron Young,23,SEA,DT,16,1,0,0,0,0,1,0,0,0,0,0,0.0,18,10,8,1,1,0,,YounCa00
645,Joe Bachie,25,CIN,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,3,0,0,0,,BachJo01
646,Nick Bellore,34,SEA,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,14,8,6,0,0,0,PB,BellNi01
647,Cam Brown,25,NYG,LB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,8,7,1,0,0,0,,BrowCa01
648,Dylan Cole,29,CHI,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,4,2,2,0,0,0,,ColeDy00
649,Britain Covey,26,PHI,WR,16,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,CoveBr00
650,Jalen Davis,27,CIN,CB,16,0,0,0,0,0,1,0,0,1,0,0,0.0,5,3,2,0,0,0,,DaviJa06
651,Tae Davis,27,2TM,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,7,2,5,0,0,0,,DaviTa00
651,Tae Davis,27,ATL,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,0,0,,DaviTa00
651,Tae Davis,27,CAR,LB,8,0,0,0,0,0,0,0,0,0,0,0,0.0,5,2,3,0,0,0,,DaviTa00
652,Rico Dowdle,25,DAL,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,,DowdRi01
653,Markus Golden,32,PIT,LB,16,0,0,0,0,0,1,0,0,1,0,0,4.0,20,14,6,6,10,0,,GoldMa00
654,Da'Shawn Hand,28,MIA,DT,16,0,0,0,0,0,2,0,0,0,0,0,1.0,17,6,11,1,3,0,,HandDa00
655,Zach Harrison,22,ATL,DL,16,0,0,0,0,0,1,0,0,0,0,0,3.0,33,18,15,4,5,0,,HarrZa00
656,Neville Hewitt,30,HOU,LB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,14,8,6,0,0,0,,HewiNe00
657,Darnay Holmes,25,NYG,CB,16,0,2,13,0,11,3,1,0,0,0,0,0.0,18,17,1,1,0,0,,HolmDa01
658,Travis Homer,25,CHI,RB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,7,5,2,0,0,0,,HomeTr00
659,Xavier Hutchinson,23,HOU,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,,HutcXa00
660,Anthony Kendall,24,TEN,CB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,9,5,4,0,0,0,,KendAn00
661,Isaiahh Loudermilk,26,PIT,DT,16,0,0,0,0,0,2,0,0,0,0,0,0.0,16,8,8,0,1,0,,LoudIs00
662,Anthony Nelson,26,TAM,OLB,16,0,0,0,0,0,1,0,0,0,0,0,3.0,40,21,19,7,6,0,,NelsAn01
663,Romeo Okwara,28,DET,DL,16,0,0,0,0,0,2,1,0,0,0,0,2.0,9,3,6,1,5,0,,OkwaRo01
664,James Pierre,27,PIT,CB,16,0,0,0,0,0,0,0,0,0,0,0,0.0,8,6,2,0,0,0,,PierJa01
665,Isaiah Pola-Mao,24,LVR,S,16,0,1,0,0,0,1,0,0,0,0,0,1.0,20,14,6,1,1,0,,PolaIs00
666,Eli Ricks,22,PHI,CB,16,0,0,0,0,0,3,0,0,0,0,0,0.0,19,13,6,1,0,0,,RickEl00
667,Nephi Sewell,25,NOR,LB,16,0,0,0,0,0,0,1,0,0,0,0,0.0,15,11,4,2,0,0,,SeweNe00
668,Matthew Slater,38,NWE,WR,16,0,0,0,0,0,0,0,0,0,0,0,0.0,6,5,1,0,0,0,,SlatMa00
669,Austin Trammell,25,LAR,WR,16,0,0,0,0,0,0,0,3,2,0,0,0.0,0,0,0,0,0,0,,TramAu00
670,KaVontae Turpin,27,DAL,WR,16,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,TurpKa00
671,Tony Adams,24,NYJ,S,15,15,3,50,0,45,5,0,0,0,0,0,0.0,82,54,28,6,0,0,,AdamTo03
672,Paulson Adebo,24,NOR,CB,15,15,4,32,0,27,18,2,0,2,0,0,0.0,76,60,16,0,0,0,,AdebPa00
673,Deonte Banks,22,NYG,CB,15,15,2,6,0,6,11,0,0,0,0,0,0.0,64,53,11,2,0,0,,BankDe00
674,Julian Blackmon,25,IND,S,15,15,4,38,0,25,8,0,1,2,2,0,0.0,88,65,23,5,1,0,,BlacJu01
675,Reed Blankenship,24,PHI,S,15,15,3,17,0,17,11,0,0,1,0,0,0.0,113,79,34,2,1,0,,BlanRe00
676,Jaquan Brisker,24,CHI,DB,15,15,1,0,0,0,9,2,0,1,0,0,1.0,105,66,39,3,3,0,,BrisJa01
677,Andre Cisco,23,JAX,S,15,15,4,68,0,29,5,1,1,0,0,0,0.5,62,42,20,1,1,0,,CiscAn00
678,Amari Cooper,29,CLE,WR,15,15,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,PB,CoopAm00
679,Fletcher Cox,33,PHI,LDT,15,15,0,0,0,0,2,1,0,1,8,0,5.0,33,15,18,3,17,0,,CoxxFl00
680,Christian Darrisaw,24,MIN,T,15,15,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,DarrCh00
681,Lavonte David,33,TAM,LB,15,15,0,0,0,0,5,1,0,0,0,0,4.5,134,86,48,17,5,0,,DaviLa00
682,Divine Deablo,25,LVR,LB,15,15,0,0,0,0,2,0,0,1,0,0,1.0,106,65,41,4,2,0,,DeabDi00
683,Tremaine Edmunds,25,CHI,LB,15,15,4,61,1,45,7,1,0,1,0,0,0.0,113,69,44,5,0,0,,EdmuTr01
684,DeShon Elliott,26,MIA,S,15,15,1,0,0,0,7,0,0,1,0,0,0.0,82,53,29,1,0,0,,ElliDe02
685,Akayleb Evans,24,MIN,CB,15,15,1,1,0,1,7,3,0,0,0,0,0.0,65,49,16,0,0,0,,EvanAk00
686,Kendall Fuller,28,WAS,CB,15,15,2,23,0,23,9,0,0,2,-1,0,0.0,79,55,24,2,0,0,,FullKe00
687,Jonathan Greenard,26,HOU,RDE,15,15,0,0,0,0,2,1,0,0,0,0,12.5,52,36,16,15,22,0,,GreeJo04
688,Dre Greenlaw,26,SFO,LB,15,15,0,13,0,13,4,0,0,0,0,0,1.5,120,75,45,5,4,0,,GreeDr00
689,Kyle Hamilton,22,BAL,S,15,15,4,25,1,18,13,1,0,0,0,0,3.0,81,63,18,10,4,0,"PB,AP-1",HamiKy00
690,Sam Hubbard,28,CIN,DE,15,15,0,0,0,0,0,0,0,2,0,0,6.0,58,38,20,7,17,0,,HubbSa00
691,James Hurst,32,NOR,OL,15,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,HursJa00
692,Elgton Jenkins,28,GNB,OL,15,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,JenkEl00
693,Ernest Jones,24,LAR,LB,15,15,0,0,0,0,6,0,0,0,0,0,4.5,145,74,71,14,6,0,,JoneEr01
694,Kerby Joseph,23,DET,S,15,15,4,37,0,22,11,0,0,0,0,0,0.0,82,69,13,1,0,0,,JoseKe03
695,Travis Kelce,34,KAN,TE,15,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,PB,KelcTr00
696,Tyler Linderbaum,23,BAL,C,15,15,0,0,0,0,0,0,1,0,-15,0,0.0,0,0,0,0,0,0,PB,LindTy00
697,Devin Lloyd,25,JAX,LB,15,15,0,0,0,0,7,0,0,2,13,0,0.0,127,75,52,2,1,0,,LloyDe00
698,Raheem Mostert,31,MIA,RB,15,15,0,0,0,0,0,0,4,1,-1,0,0.0,0,0,0,0,0,0,PB,MostRa00
699,Kenneth Murray,25,LAC,LB,15,15,1,0,0,0,4,0,0,0,0,0,3.0,107,79,28,7,4,0,,MurrKe00
700,Jabrill Peppers,28,NWE,DB,15,15,2,34,0,33,8,1,1,1,0,0,1.0,78,52,26,5,2,0,,PeppJa00
701,Jalen Pitre,24,HOU,S,15,15,0,0,0,0,5,1,0,1,22,0,0.0,84,58,26,6,2,0,,PitrJa00
702,Frank Ragnow,27,DET,C,15,15,0,0,0,0,0,0,1,0,-10,0,0.0,0,0,0,0,0,0,"PB,AP-2",RagnFr00
703,Sheldon Rankins,29,HOU,DT,15,15,0,0,0,0,0,1,0,1,13,1,6.0,37,29,8,9,10,0,,RankSh00
704,D.J. Reed,27,NYJ,CB,15,15,1,0,0,0,9,1,0,0,0,0,0.0,76,62,14,2,0,0,,ReedD.00
705,Brian Robinson Jr.,24,WAS,RB,15,15,0,0,0,0,0,0,4,0,0,0,0.0,0,0,0,0,0,0,,RobiBr01
706,Deebo Samuel,27,SFO,WR,15,15,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,SamuDe00
707,Justin Simmons,30,DEN,FS,15,15,3,39,0,33,8,2,0,1,7,0,1.0,70,53,17,2,0,0,"PB,AP-2",SimmJu00
708,Geno Smith,33,SEA,QB,15,15,0,0,0,0,0,0,5,2,-3,0,0.0,0,0,0,0,0,0,PB,SmitGe00
709,C.J. Stroud,22,HOU,QB,15,15,0,0,0,0,0,0,8,1,-10,0,0.0,0,0,0,0,0,0,"PB,AP MVP-8,AP ORoY-1",StroCJ00
710,Jalen Thompson,25,ARI,S,15,15,4,49,0,35,9,1,0,0,0,0,1.0,78,59,19,5,3,0,,ThomJa04
711,Vita Vea,28,TAM,NT,15,15,0,0,0,0,0,2,0,0,0,0,5.5,43,28,15,8,9,0,,VeaxVi00
712,Kenneth Walker III,23,SEA,RB,15,15,0,0,0,0,0,0,1,1,-7,0,0.0,0,0,0,0,0,0,,WalkKe00
713,Russell Wilson,35,DEN,QB,15,15,0,0,0,0,0,0,10,2,7,0,0.0,0,0,0,0,0,0,,WilsRu00
714,Andrew Wylie,29,WAS,OL,15,15,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,,WyliAn00
715,Kevin Zeitler,33,BAL,G,15,15,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,PB,ZeitKe00
716,Christian Benford,23,BUF,CB,15,14,2,8,0,8,10,2,0,1,0,0,0.0,54,43,11,3,0,0,,BenfCh00
717,Anfernee Jennings,26,NWE,LB,15,14,0,0,0,0,0,0,0,1,0,0,1.5,66,49,17,14,4,0,,JennAn00
718,Eric Kendricks,31,LAC,LILB,15,14,0,0,0,0,6,1,0,0,0,0,3.5,117,79,38,7,7,0,,KendEr00
719,Jonathan Mingo,22,CAR,WR,15,14,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,MingJo00
720,D.J. Wonnum,26,MIN,OLB,15,14,0,0,0,0,6,0,0,1,51,1,8.0,62,33,29,7,15,0,,WonnDJ00
721,Will Anderson,22,HOU,DE,15,13,0,0,0,0,1,0,0,0,0,0,7.0,45,29,16,10,22,0,"PB,AP DRoY-1",AndeWi01
722,Percy Butler,23,WAS,S,15,13,0,0,0,0,8,1,0,0,0,0,0.0,64,35,29,2,0,0,,ButlPe00
723,Ryan Neal,28,TAM,S,15,13,0,0,0,0,0,0,0,0,0,0,0.0,76,52,24,4,0,0,,NealRy00
724,Desmond Ridder,24,ATL,QB,15,13,0,0,0,0,0,0,12,4,-16,0,0.0,0,0,0,0,0,0,,RiddDe00
725,Donovan Wilson,28,DAL,S,15,13,2,0,0,0,3,1,0,2,0,0,0.0,88,55,33,2,1,0,,WilsDo01
726,Andrew Beck,27,HOU,FB,15,12,0,0,0,0,0,0,1,0,0,0,0.0,1,1,0,0,0,0,,BeckAn01
727,Gerald Everett,29,LAC,TE,15,12,0,0,0,0,0,0,3,0,0,0,0.0,0,0,0,0,0,0,,EverGe00
728,Jerry Jacobs,26,DET,CB,15,12,3,45,0,20,8,0,0,0,0,0,0.0,55,49,6,2,1,0,,JacoJe00
729,Nicholas Morrow,28,PHI,LB,15,12,0,0,0,0,5,1,0,2,0,0,3.0,95,66,29,12,5,1,,MorrNi00
730,DJ Chark,27,CAR,WR,15,11,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0,,CharDJ00
731,T.J. Hockenson,26,MIN,TE,15,11,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HockTJ00
732,Roger McCreary,23,TEN,CB,15,11,1,18,0,18,6,1,0,0,0,0,2.0,86,62,24,7,2,0,,McCrRo01
733,Chidobe Awuzie,28,CIN,LCB,15,10,0,0,0,0,6,1,0,1,0,0,0.0,57,43,14,2,0,0,,AwuzCh00
734,Nico Collins,24,HOU,WR,15,10,0,0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,0,0,,CollNi00
735,Brian Branch,22,DET,DB,15,9,3,63,1,50,13,1,0,0,0,0,1.0,74,50,24,7,3,0,AP DRoY-5,BranBr00
736,Elijah Molden,24,TEN,CB,15,8,1,44,1,44,4,1,0,1,1,0,0.0,73,47,26,1,0,0,,MoldEl00
737,Wan'Dale Robinson,22,NYG,WR,15,8,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,RobiWa01
738,Dalton Schultz,27,HOU,TE,15,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,SchuDa00
739,Rashid Shaheed,25,NOR,WR,15,8,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,"PB,AP-1",ShahRa00
740,Dante Stills,24,ARI,DT,15,8,0,0,0,0,0,0,0,1,0,0,3.5,47,18,29,5,5,0,,StilDa01
741,Tre Brown,26,SEA,CB,15,7,2,40,1,40,6,2,0,0,0,0,1.0,34,29,5,2,1,0,,BrowTr03
742,Michael Carter II,24,NYJ,CB,15,7,0,0,0,0,9,1,0,0,0,0,0.0,50,37,13,1,1,0,,CartMi02
743,Kylen Granson,25,IND,TE,15,7,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,GranKy00
744,Sione Takitaki,28,CLE,RLB/MLB,15,7,1,0,0,0,3,0,0,0,0,0,2.0,65,45,20,3,3,0,,TakiSi00
745,Dane Jackson,27,BUF,CB,15,6,0,0,0,0,5,1,0,0,0,0,0.0,39,34,5,0,0,0,,JackDa02
746,Jeremy Ruckert,23,NYJ,TE,15,6,0,0,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0,0,,RuckJe00
747,Ambry Thomas,24,SFO,CB,15,6,1,2,0,2,7,1,0,1,26,0,0.0,43,35,8,0,0,0,,ThomAm00
748,Dontayvion Wicks,22,GNB,WR,15,6,0,0,0,0,0,0,3,1,0,0,0.0,0,0,0,0,0,0,,WickDo00
749,Ji'Ayir Brown,23,SFO,S,15,5,2,0,0,0,4,0,0,0,0,0,0.0,35,22,13,0,0,0,,BrowJi01
750,Oren Burks,28,SFO,LB,15,5,1,11,0,11,1,0,0,1,0,0,1.0,46,29,17,3,1,0,,BurkOr00
751,Nik Bonitto,24,DEN,OLB,15,4,0,0,0,0,2,1,0,0,0,0,8.0,30,23,7,13,20,0,,BoniNi00
752,Josiah Deguara,26,GNB,TE,15,4,0,0,0,0,0,0,0,1,0,0,0.0,4,3,1,0,0,0,,DeguJo00
753,DeMarcco Hellams,23,ATL,S,15,4,0,0,0,0,0,0,0,0,0,0,0.0,40,25,15,1,1,0,,HellDe00
754,Julian Hill,23,MIA,TE,15,4,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,HillJu02
755,Mike Hughes,26,ATL,CB,15,4,0,0,0,0,1,0,0,0,0,0,0.0,21,14,7,2,0,0,,HughMi00
756,Mekhi Blackmon,24,MIN,CB,15,3,1,0,0,0,8,0,0,1,0,0,0.0,41,34,7,3,0,0,,BlacMe00
757,Lynn Bowden Jr.,26,NOR,WR,15,3,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,BowdLy00
758,Jahmyr Gibbs,21,DET,RB,15,3,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,"PB,AP ORoY-4",GibbJa01
759,Charlie Kolar,24,BAL,TE,15,3,0,0,0,0,0,0,0,0,0,0,0.0,4,3,1,0,0,0,,KolaCh00
760,Larrell Murchison,26,LAR,DT,15,3,0,0,0,0,0,0,0,0,0,0,0.0,16,7,9,1,0,0,,MurcLa00
761,Cameron Thomas,23,ARI,OLB,15,3,0,0,0,0,1,0,0,1,2,1,0.0,22,13,9,3,1,0,,ThomCa03
762,Tre Avery,26,TEN,CB,15,2,0,0,0,0,2,0,0,0,0,0,0.0,33,28,5,2,0,0,,AverTr01
763,D.J. Davidson,24,NYG,DL,15,2,0,0,0,0,2,0,0,0,0,0,0.5,13,6,7,1,1,0,,DaviDJ00
764,Troy Dye,27,MIN,LB,15,2,0,0,0,0,0,1,0,0,0,0,1.0,17,11,6,1,2,0,,DyexTr00
765,Ta'Quon Graham,25,ATL,DL,15,2,0,0,0,0,0,1,0,0,0,0,1.0,23,6,17,1,2,0,,GrahTa00
766,Kareem Hunt,28,CLE,RB,15,2,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,,HuntKa00
767,Segun Olubi,24,IND,LB,15,2,1,0,0,0,1,0,0,1,6,0,0.0,26,20,6,0,0,0,,OlubSe00
768,Jammie Robinson,22,CAR,S,15,2,0,0,0,0,0,0,0,0,0,0,0.0,17,11,6,0,0,0,,RobiJa03
769,Sterling Shepard,30,NYG,WR,15,2,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,,ShepSt00
770,Josh Uche,25,NWE,LB,15,2,0,0,0,0,0,0,0,0,0,0,3.0,15,8,7,3,6,0,,UcheJo00
771,Davis Allen,22,LAR,TE,15,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,0,,AlleDa02
